Step1,Step2CK,AOA,CumulativeQuartile,#Ho0redClerkships,Ho0rs-AThisSpecialty,GHHS,OtherDegrees,ResearchYear,#ResearchExperiences,"#Abstracts,Pres,Posters",#Peer-RevPublications,#VolunteerExperiences,#LeadershipPositions,RequiredtoRemediate,PassAttempt-Step1,PassAttempt-Step2CK,PassAttempt-Step2CS,#ProgramsApplied,#InterviewsAttended,HomeState,Release-Step2CK,Release-Step2CS,MajorityofInterviewOffers,MajorityofInterviewsAttended,Matched
235,250,1,1,8,1,0,,0,3,2,2,11,3,0,1,1,1,28,11,MI,MidSeptember,MidSeptember,EarlyOctober,December,1
235,255,0,4,0,0,0,,0,1,1,0,2,1,0,1,1,1,6,7,,LateOctober,LateDecember,MidOctober,0vember,1
235,255,0,,2,0,0,,0,3,0,1,0,0,1,1,1,1,73,11,DC,MidSeptember,LateJanuary,MidOctober,0vember,1
235,255,0,,2,1,0,,0,4,0,0,11,0,0,1,1,1,31,9,SC,MidSeptember,Mid0vember,LateSeptember(beforeMSPErelease),0vember,1
235,255,0,1,4,1,0,,0,3,2,0,6,2,0,1,1,1,38,15,LA,MidSeptember,LateOctober,PromptlyafterOct1(MSPErelease),0vember,1
235,255,0,2,5,1,0,,0,3,3,1,6,2,0,1,1,1,21,12,PA,MidSeptember,MidSeptember,Early0vember,December,1
235,255,0,2,5,1,0,,0,3,3,1,6,2,0,1,1,1,21,12,PA,MidSeptember,MidSeptember,Early0vember,December,1
235,255,1,1,6,1,0,MEd,0,1,7,1,5,5,0,1,1,1,15,10,NY,MidSeptember,MidSeptember,EarlyOctober,December,1
235,255,1,1,6,1,1,,,6,0,3,7,4,0,1,1,1,20,11,NY,MidSeptember,MidDecember,MidOctober,December,1
235,260,0,,3,1,0,,0,2,1,0,8,5,0,1,1,1,20,7,NY,MidSeptember,MidSeptember,EarlyOctober,0vember,1
235,260,0,,3,1,0,,0,4,2,1,10,2,0,1,1,1,25,0,PA,MidSeptember,MidSeptember,EarlyOctober,0vember,1
235,260,0,,3,1,0,,0,4,2,1,10,2,0,1,1,1,25,13,PA,MidSeptember,MidSeptember,EarlyOctober,0vember,1
235,260,0,2,3,1,1,,0,1,0,0,5,0,0,1,1,1,46,17,NY,MidSeptember,EarlyOctober,PromptlyafterOct1(MSPErelease),0vember,1
235,260,1,1,5,1,1,Other,0,4,4,0,8,3,0,1,1,1,27,12,,MidSeptember,LateOctober,EarlyOctober,0vember,1
235,265,0,3,0,0,1,,0,2,1,0,9,6,0,1,1,1,16,6,OH,MidSeptember,MidSeptember,MidOctober,0vember,1
235,265,0,3,2,1,1,,0,1,0,4,5,5,0,1,1,1,17,9,MA,MidSeptember,EarlyJanuary,LateSeptember(beforeMSPErelease),0vember,1
240,225,0,,1,0,0,,0,2,1,1,5,2,0,1,1,1,33,10,MI,MidSeptember,MidSeptember,LateOctober,December,1
240,235,0,,0,,0,,,0,0,,,,0,1,,,32,10,TX,EarlyOctober,LateJanuary,EarlyOctober,,1
240,235,0,3,3,,0,,,3,2,,,,0,1,,,12,6,TX,MidSeptember,LateOctober,MidOctober,,1
240,235,0,3,0,0,0,,0,3,2,1,5,3,0,1,1,1,21,12,,LateOctober,MidOctober,MidOctober,0vember,1
240,235,0,2,1,0,0,PhD,0,7,11,11,6,4,0,1,1,1,26,14,VA,MidSeptember,MidSeptember,LateSeptember(beforeMSPErelease),0vember,1
240,235,0,,1,0,0,,0,6,6,2,8,2,0,1,1,1,19,8,,MidDecember,MidSeptember,MidOctober,December,1
240,235,0,3,4,1,0,,0,1,2,0,10,5,0,1,1,1,28,12,TX,EarlyOctober,EarlyOctober,EarlyOctober,October,1
240,240,0,,0,,0,PhD,1,6,6,7,,3,0,1,1,1,10,8,TN,MidSeptember,LateJanuary,EarlyOctober,December,1
240,240,0,3,1,0,0,,0,3,3,2,11,0,0,1,1,1,46,15,CT,MidSeptember,Early0vember,PromptlyafterOct1(MSPErelease),0vember,1
240,240,0,2,1,0,1,,0,2,3,1,10,7,0,1,1,1,24,12,NY,MidSeptember,LateJanuary,MidOctober,0vember,1
240,240,1,,3,1,1,,0,2,3,0,11,8,0,1,1,1,38,12,,MidSeptember,MidDecember,MidOctober,December,1
240,245,0,,4,,0,,,2,2,,,,0,1,,,14,13,TX,MidSeptember,MidSeptember,MidOctober,,1
240,245,0,2,1,1,0,,0,2,2,1,4,2,0,1,1,1,27,12,NC,MidSeptember,MidOctober,LateSeptember(beforeMSPErelease),0vember,1
240,245,0,3,1,1,0,,1,5,8,3,4,2,0,1,1,1,44,12,NY,MidSeptember,MidJanuary,MidOctober,0vember,1
240,245,0,,1,1,0,MPH,0,4,7,3,5,3,0,1,1,1,16,8,CT,MidSeptember,MidSeptember,EarlyOctober,October,1
240,245,0,,2,1,0,,0,3,4,3,5,1,0,1,1,1,80,19,MA,LateSeptember,Early0vember,MidOctober,December,1
240,250,0,,3,,1,,,2,1,,,,0,1,,,32,19,TX,MidSeptember,MidSeptember,LateSeptember(beforeMSPErelease),,0
240,250,0,,2,0,1,,0,0,0,1,7,5,0,1,1,1,18,8,MI,LateSeptember,LateSeptember,EarlyOctober,0vember,1
240,250,0,2,2,1,0,MPH,0,9,8,3,6,5,0,1,1,1,46,10,,LateOctober,LateOctober,PromptlyafterOct1(MSPErelease),0vember,1
240,250,0,3,2,1,0,,0,6,4,3,3,0,0,1,1,1,15,10,LA,MidSeptember,MidSeptember,MidOctober,0vember,1
240,250,0,,2,1,1,,0,3,4,0,10,6,0,,1,1,4,3,,MidSeptember,MidSeptember,EarlyOctober,0vember,1
240,250,0,1,3,1,0,,0,1,0,0,5,2,0,1,1,1,27,14,,LateOctober,LateDecember,MidOctober,0vember,1
240,250,0,2,3,1,0,Other,0,4,3,0,4,3,0,1,1,1,22,16,VA,LateSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
240,250,0,3,4,1,1,,0,3,11,2,6,4,0,1,1,1,32,14,NY,MidSeptember,MidDecember,LateSeptember(beforeMSPErelease),December,1
240,250,0,2,5,1,1,,0,2,2,1,4,3,0,1,1,1,16,10,NY,MidSeptember,LateDecember,EarlyOctober,0vember,1
240,250,1,,5,1,1,,0,3,5,0,9,3,0,1,1,1,36,16,MI,MidSeptember,MidSeptember,LateSeptember(beforeMSPErelease),0vember,1
240,250,1,1,6,1,1,,0,1,1,0,9,7,0,1,1,1,39,16,IL,MidSeptember,LateSeptember,LateSeptember(beforeMSPErelease),0vember,1
240,250,0,1,7,1,0,MPH,0,6,0,2,3,4,0,1,1,1,10,12,TX,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),October,1
240,255,0,3,3,1,0,,0,2,0,1,5,1,0,1,1,1,32,12,GA,MidSeptember,MidSeptember,MidOctober,0vember,1
240,255,0,1,5,1,1,,0,0,0,0,3,0,0,1,1,1,20,8,TX,LateOctober,EarlyDecember,PromptlyafterOct1(MSPErelease),December,1
240,255,1,1,6,1,0,,0,5,4,0,11,7,0,1,1,1,30,18,LA,MidSeptember,LateSeptember,LateSeptember(beforeMSPErelease),0vember,1
240,255,0,2,8,1,0,,0,2,1,0,11,6,0,1,1,2,8,1,GA,EarlyOctober,,PromptlyafterOct1(MSPErelease),0vember,1
240,260,0,2,2,1,0,,0,1,3,0,7,5,0,1,1,1,30,11,FL,MidSeptember,MidDecember,PromptlyafterOct1(MSPErelease),0vember,1
240,260,0,2,5,1,0,,0,1,8,1,7,11,1,1,1,1,22,13,IL,MidSeptember,EarlyDecember,LateSeptember(beforeMSPErelease),0vember,0
240,260,0,,5,1,0,,0,3,2,0,11,6,0,1,1,1,29,17,,MidSeptember,MidSeptember,EarlyOctober,December,1
240,260,1,1,5,1,0,,0,1,0,0,4,0,0,1,1,1,25,11,,LateSeptember,LateDecember,EarlyOctober,0vember,0
240,260,0,1,6,1,0,,0,5,6,2,4,0,0,1,1,1,16,7,,MidSeptember,MidDecember,LateOctober,0vember,1
240,260,,,6,1,,,0,6,11,11,8,8,0,1,1,1,10,8,CT,EarlyJanuary,Early0vember,PromptlyafterOct1(MSPErelease),0vember,1
240,260,1,1,6,1,0,,0,3,4,4,8,4,0,1,1,1,28,16,MO,MidSeptember,EarlyDecember,EarlyOctober,December,1
240,260,1,1,7,1,0,MSc,0,0,1,0,11,2,0,1,1,1,13,7,FL,MidSeptember,MidSeptember,EarlyOctober,December,0
240,260,1,1,8,1,0,,0,3,3,0,8,0,0,1,1,1,31,13,GA,MidSeptember,MidOctober,MidOctober,0vember,1
240,265,0,2,1,,0,,,1,0,,,,0,1,,,29,7,TX,MidSeptember,MidOctober,EarlyOctober,,1
240,265,1,1,5,0,1,,0,0,0,0,9,9,0,1,1,,2,2,TX,MidSeptember,,LateSeptember(beforeMSPErelease),October,1
240,265,0,,2,1,1,,0,3,11,3,7,,0,1,1,1,31,19,,MidSeptember,EarlyDecember,,,1
240,265,1,1,4,1,1,MPH,0,3,4,1,5,5,0,1,1,1,43,19,TX,MidSeptember,MidSeptember,LateOctober,0vember,1
240,265,1,1,6,1,0,,0,2,4,1,3,2,0,1,1,1,31,15,TX,MidSeptember,Early0vember,Early0vember,0vember,1
240,265,1,1,6,1,0,,0,5,2,1,8,3,0,1,1,1,36,18,NY,MidSeptember,MidDecember,PromptlyafterOct1(MSPErelease),0vember,1
240,270,1,1,7,1,0,MPH,0,3,2,0,6,4,0,1,1,1,20,15,NC,MidSeptember,MidSeptember,LateSeptember(beforeMSPErelease),0vember,1
245,220,0,4,1,,0,,,3,2,,,,0,1,,,25,6,TX,MidSeptember,MidJanuary,EarlyOctober,,1
245,235,0,3,1,1,0,PhD,1,4,11,6,1,1,0,1,1,1,10,5,FL,MidSeptember,MidJanuary,LateSeptember(beforeMSPErelease),0vember,1
245,240,0,1,1,1,0,PhD,0,2,3,11,6,0,0,1,1,1,21,8,,MidSeptember,MidSeptember,MidOctober,October,1
245,240,0,2,1,1,0,MPH,0,3,4,2,6,0,0,1,1,1,30,9,TX,MidSeptember,MidSeptember,EarlyOctober,December,1
245,240,,,4,1,0,,0,7,11,3,8,5,0,1,1,1,16,10,NY,LateJanuary,LateJanuary,MidOctober,0vember,1
245,245,0,3,1,,0,,,6,4,,,,0,1,,,38,8,TX,MidSeptember,EarlyJanuary,LateSeptember(beforeMSPErelease),,1
245,245,0,,2,,1,,,1,0,,,,0,1,,,15,9,TX,MidSeptember,EarlyJanuary,LateSeptember(beforeMSPErelease),,1
245,245,0,2,5,,0,,,1,1,,,,0,1,,,12,7,TX,MidSeptember,MidSeptember,LateSeptember(beforeMSPErelease),,1
245,245,1,1,5,,0,,,2,1,,,,0,1,,,28,17,TX,MidSeptember,MidOctober,MidOctober,,1
245,245,0,2,1,1,0,,0,1,0,0,5,4,0,1,1,1,23,7,MN,Early0vember,LateJanuary,PromptlyafterOct1(MSPErelease),0vember,1
245,245,0,2,3,1,0,,0,4,4,2,4,2,0,1,1,2,34,3,TX,MidSeptember,MidSeptember,EarlyOctober,0vember,1
245,245,0,2,3,1,1,,0,1,1,0,6,5,0,1,1,1,21,10,,LateSeptember,LateJanuary,EarlyOctober,December,1
245,245,0,2,4,1,1,MPH,0,5,7,1,3,5,0,1,1,1,35,13,LA,MidSeptember,MidSeptember,MidOctober,0vember,1
245,245,1,1,6,1,0,,0,2,2,1,11,4,0,1,1,1,31,14,,MidSeptember,Late0vember,LateSeptember(beforeMSPErelease),December,1
245,245,1,1,8,1,0,MSc,0,2,1,1,0,3,0,1,1,1,1,9,DC,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),December,0
245,245,1,1,8,1,0,MSc,0,2,1,1,0,3,0,1,1,1,1,9,DC,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),December,0
245,250,0,,0,,0,,0,0,,,,,,1,1,1,20,9,PA,MidSeptember,LateJanuary,MidOctober,December,1
245,250,0,,4,0,0,,0,1,1,1,7,1,0,1,1,1,26,11,TX,MidSeptember,MidDecember,EarlyOctober,December,1
245,250,0,,1,1,0,,0,1,1,0,6,2,0,1,1,1,14,6,MO,MidDecember,MidDecember,MidOctober,0vember,1
245,250,0,,1,1,0,,0,3,2,0,4,2,0,,1,1,34,7,NY,MidSeptember,EarlyJanuary,Mid0vember,December,1
245,250,0,,1,1,0,,0,3,2,1,4,4,0,1,1,1,37,7,NY,MidSeptember,MidJanuary,LateOctober,December,1
245,250,0,2,2,1,0,,0,4,11,11,6,0,0,1,1,1,38,12,IL,MidSeptember,MidSeptember,EarlyOctober,December,1
245,250,1,1,3,1,1,,0,3,5,1,11,4,0,1,1,1,34,14,TX,MidSeptember,Mid0vember,LateSeptember(beforeMSPErelease),0vember,1
245,250,0,2,4,1,0,,0,2,3,0,5,3,0,1,1,1,18,11,MA,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
245,250,1,1,4,1,0,,0,1,3,0,6,4,0,1,1,1,23,11,FL,MidSeptember,MidSeptember,LateOctober,0vember,1
245,255,0,2,4,0,0,,0,2,2,2,2,0,0,1,1,2,11,6,,LateJanuary,LateJanuary,LateOctober,December,1
245,255,0,,1,1,0,,0,0,0,0,0,0,0,1,1,1,36,10,FL,MidSeptember,MidDecember,EarlyOctober,December,1
245,255,0,2,3,1,0,,0,2,3,0,4,4,0,1,1,1,51,15,PA,EarlyOctober,EarlyOctober,EarlyOctober,December,1
245,255,,2,3,1,0,,0,4,5,2,11,6,0,1,1,1,21,12,MN,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
245,255,0,1,4,1,0,,0,2,0,0,7,3,0,1,1,2,27,11,PA,EarlyOctober,EarlyOctober,Early0vember,December,1
245,260,,1,1,0,,,0,6,5,4,3,0,0,1,1,1,96,12,CA,MidSeptember,MidOctober,EarlyOctober,0vember,0
245,260,0,1,2,1,0,,0,1,0,0,2,1,0,1,1,1,20,0,SC,LateSeptember,LateJanuary,PromptlyafterOct1(MSPErelease),0vember,1
245,260,0,3,3,1,0,,0,3,4,1,7,3,0,1,1,1,36,18,TX,MidSeptember,MidOctober,LateSeptember(beforeMSPErelease),0vember,1
245,260,0,,3,1,0,,0,2,0,0,6,4,0,1,1,1,24,11,PA,MidSeptember,MidSeptember,LateSeptember(beforeMSPErelease),December,1
245,260,0,3,3,1,1,,0,4,6,1,7,3,0,,1,,24,17,TX,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
245,260,0,,3,1,1,,0,2,3,1,4,4,0,1,1,1,34,17,,MidOctober,MidDecember,PromptlyafterOct1(MSPErelease),January,1
245,260,1,1,3,1,0,,0,5,6,3,11,5,0,1,1,1,26,11,NC,MidSeptember,MidSeptember,LateSeptember(beforeMSPErelease),December,1
245,260,0,1,5,1,0,PhD,0,3,11,7,3,2,0,1,1,1,15,12,IL,MidSeptember,MidSeptember,EarlyOctober,0vember,1
245,260,0,2,5,1,0,,0,3,1,1,7,3,0,1,1,1,39,14,PA,MidSeptember,MidSeptember,MidOctober,December,1
245,260,1,,7,1,0,,0,3,6,0,9,5,0,1,1,1,56,21,GA,LateSeptember,LateSeptember,MidOctober,December,1
245,265,0,1,1,,0,,,1,1,,,,0,1,,,12,9,TX,MidSeptember,MidSeptember,EarlyOctober,,1
245,265,1,1,6,1,0,,0,6,11,3,11,11,0,1,1,1,19,13,TX,MidSeptember,Mid0vember,LateSeptember(beforeMSPErelease),January,1
245,265,1,1,7,1,0,,0,11,11,11,6,11,0,1,1,1,21,11,NY,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
245,265,1,1,8,1,0,MSc,0,7,5,2,10,4,0,1,1,1,27,11,GA,MidSeptember,MidJanuary,PromptlyafterOct1(MSPErelease),0vember,1
245,265,1,1,8,1,1,,0,4,11,10,8,4,0,1,1,1,19,11,MA,MidSeptember,MidSeptember,LateSeptember(beforeMSPErelease),0vember,1
245,270,0,1,0,,0,,0,3,1,0,7,4,0,1,1,1,44,18,KY,LateSeptember,MidOctober,LateOctober,0vember,1
250,235,0,,0,0,1,,0,2,2,0,11,5,0,1,1,1,27,8,,Late0vember,LateDecember,Early0vember,January,1
250,240,0,4,0,0,0,,0,6,4,1,5,3,0,1,1,1,11,8,CT,EarlyDecember,EarlyDecember,EarlyOctober,0vember,0
250,240,0,,3,0,0,,0,1,2,1,11,4,0,1,1,1,44,17,PA,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),December,1
250,245,0,,1,0,0,,0,0,1,0,5,3,0,1,1,1,41,9,TX,EarlyOctober,EarlyDecember,EarlyOctober,0vember,1
250,245,0,1,4,1,0,,0,3,3,0,3,5,1,1,1,1,28,5,OH,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
250,250,0,1,1,,0,,0,0,0,1,11,,0,1,1,1,66,13,,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
250,250,0,,3,0,1,,0,5,5,0,11,5,0,1,1,1,35,8,TX,MidSeptember,LateSeptember,LateSeptember(beforeMSPErelease),0vember,1
250,250,0,1,2,1,0,,0,3,5,0,11,11,0,1,1,1,25,16,,LateOctober,LateOctober,EarlyOctober,0vember,1
250,250,0,3,2,1,0,,1,1,3,0,2,0,0,1,1,1,56,8,,MidSeptember,MidSeptember,EarlyOctober,0vember,1
250,250,1,1,4,1,0,,0,3,2,8,3,0,0,1,1,1,23,11,PA,MidSeptember,MidSeptember,LateOctober,December,1
250,255,0,1,5,,0,MBA,0,5,4,0,11,0,0,1,1,1,28,10,TX,MidSeptember,MidSeptember,LateSeptember(beforeMSPErelease),0vember,1
250,255,0,1,0,1,1,,0,3,4,2,11,11,0,1,1,1,24,15,TX,MidSeptember,EarlyJanuary,PromptlyafterOct1(MSPErelease),October,1
250,255,0,1,2,1,0,PhD,0,1,6,5,4,3,0,1,1,1,18,11,TX,Early0vember,MidSeptember,EarlyOctober,0vember,1
250,255,1,1,4,1,1,,0,2,3,0,3,4,0,1,1,1,19,9,IL,MidSeptember,Mid0vember,MidOctober,December,1
250,260,1,,3,0,1,,0,1,0,0,4,4,0,1,1,1,26,11,SC,MidSeptember,LateJanuary,MidOctober,0vember,1
250,260,1,1,4,1,0,MBA,0,2,4,0,7,3,0,1,1,1,21,10,TX,MidSeptember,MidSeptember,EarlyOctober,0vember,1
250,260,1,1,7,1,1,,0,2,1,0,10,7,0,1,1,1,13,10,IL,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
250,260,0,1,8,1,0,,0,0,0,1,3,0,0,1,1,1,20,10,KY,LateSeptember,LateSeptember,PromptlyafterOct1(MSPErelease),October,1
250,265,0,1,1,0,1,MDiv,0,4,1,0,5,1,0,1,1,1,33,10,FL,MidSeptember,MidSeptember,LateSeptember(beforeMSPErelease),0vember,1
250,270,0,1,7,1,0,,0,0,0,1,2,2,0,1,1,1,25,9,TX,MidSeptember,Mid0vember,MidOctober,October,0
250,270,1,1,8,1,0,,0,2,4,1,8,6,0,1,1,1,20,15,,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
250,270,1,1,8,1,1,,0,5,5,1,11,11,0,1,1,1,26,16,TX,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
255,245,0,,0,0,0,MSc,0,2,2,1,7,5,0,1,1,1,44,13,WI,EarlyOctober,EarlyDecember,EarlyOctober,October,1
255,245,0,3,2,0,0,,0,3,1,3,3,3,0,1,1,2,19,8,NY,MidSeptember,AfterRankListSubmission,Early0vember,December,1
255,250,0,,2,0,0,,0,2,1,0,5,2,0,1,1,1,20,5,NY,MidSeptember,MidSeptember,EarlyOctober,December,1
255,255,0,1,2,0,0,,0,3,6,2,3,2,0,1,1,1,30,16,FL,MidSeptember,MidDecember,MidOctober,0vember,1
255,260,0,3,1,1,0,,0,3,2,1,4,3,0,1,1,1,16,11,IL,Mid0vember,LateJanuary,PromptlyafterOct1(MSPErelease),0vember,1
255,260,0,1,4,1,0,PhD,1,8,11,7,5,3,0,1,1,1,25,12,AL,MidSeptember,MidDecember,PromptlyafterOct1(MSPErelease),December,1
255,260,1,1,4,1,0,,0,6,6,1,11,5,0,1,1,1,41,20,TX,EarlyOctober,MidJanuary,MidOctober,0vember,1
255,260,0,1,6,1,0,PhD,0,3,11,8,3,1,0,1,1,1,14,12,TX,EarlyOctober,EarlyOctober,MidOctober,0vember,1
255,260,1,1,6,1,1,,,2,1,0,2,3,0,1,1,1,32,15,IL,LateSeptember,EarlyDecember,EarlyOctober,0vember,1
255,260,,,8,1,,,1,2,4,0,5,2,0,1,1,1,12,8,CT,MidSeptember,MidSeptember,EarlyOctober,January,1
255,260,1,1,8,1,,,0,0,2,0,11,7,0,1,1,1,31,17,,MidSeptember,MidSeptember,LateOctober,0vember,1
255,265,1,1,4,1,0,,0,2,3,0,5,5,0,1,1,1,34,14,IL,MidSeptember,MidOctober,MidOctober,December,1
255,265,1,1,5,1,0,,0,3,8,4,2,1,0,1,1,1,6,5,MN,LateDecember,MidJanuary,MidOctober,0vember,1
255,265,1,1,6,1,1,,0,3,1,0,11,11,0,1,1,1,6,6,NY,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),December,1
255,265,,1,7,1,,MPH,0,1,11,8,8,4,0,1,1,1,16,10,,MidSeptember,MidSeptember,EarlyOctober,December,1
260,250,1,1,5,1,0,,,5,4,1,8,5,0,1,1,1,18,15,PA,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
260,255,1,,3,1,0,,0,3,4,0,9,3,0,1,1,1,28,9,TX,MidOctober,MidOctober,LateSeptember(beforeMSPErelease),0vember,1
260,265,0,1,6,1,0,,0,2,1,3,6,2,0,1,1,1,38,12,FL,MidSeptember,MidSeptember,EarlyOctober,December,1
260,265,1,1,7,1,1,,0,2,1,5,9,2,0,1,1,1,13,9,TX,MidSeptember,MidSeptember,EarlyOctober,December,1
260,270,,,7,1,0,Other,1,7,11,4,5,0,0,1,1,1,14,12,NY,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),December,1
265,265,1,1,5,,0,,0,1,0,0,6,2,0,1,1,1,20,13,,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
265,265,1,,7,1,1,,0,5,5,3,11,10,0,1,1,1,11,11,NY,EarlyJanuary,MidOctober,MidOctober,0vember,1
265,265,1,1,8,1,0,,0,6,6,3,8,8,0,1,1,1,22,14,TX,MidDecember,LateJanuary,LateSeptember(beforeMSPErelease),0vember,1